pathway_id,pathway_name,pathway_genes,edit
mmu04371,Apelin_signaling_pathway,"100503710,103968,104110,104111,104709,105787,105980076,107589,108079,108097,108099,110157,110891,110893,11475,11512,11513,11514,11515,11607,11608,11651,11652,12313,12314,12315,12326,12443,12550,13653,14219,14674,14677,14678,14679,14682,14688,14693,14695,14696,14697,14699,14700,14701,14702,14704,14706,14707,14708,14709,14710,15184,15461,16438,16439,16440,16449,16598,16653,16890,17126,17127,17128,17258,17259,17260,17261,17532,17896,17897,17906,18125,18126,18127,18131,18176,18181,18576,18747,18749,18754,18787,18791,18795,18796,18797,18798,19017,19079,19082,20104,20130,20190,20191,20192,20541,20544,20698,20750,208727,210044,213435,21780,21812,22227,224129,225326,228785,23796,23797,238564,241113,26395,26396,26413,26417,271639,30878,30955,320207,432530,494124,56208,56486,56632,56717,57436,58988,64337,66066,66922,70405,72508,75600,75669,80796,93739,",1.0
mmu04380,Osteoclast_differentiation,"100038909,100038947,100041146,11433,11651,11652,12229,12311,12326,12675,12702,12703,12912,12977,12978,13038,13057,14129,14130,14131,14200,14281,14282,14283,14284,14360,14389,14728,14784,15975,15976,15977,15978,15979,15980,16150,16151,16175,16176,16177,16391,16416,16451,16476,16477,16478,16818,16822,17060,17342,17969,17970,17972,18018,18019,18033,18034,18035,18383,18412,18706,18707,18708,18709,18710,18722,18724,18725,18726,18727,18729,18730,18733,19016,19055,19056,19057,19058,19059,19094,19261,19353,19697,19698,20375,20846,20847,20963,21682,21803,21808,21812,21813,21926,21934,21937,21943,22030,22034,22177,232790,232801,234779,237038,23797,246256,26395,26399,26400,26409,26413,26414,26415,26416,26417,26419,26420,29857,320832,53859,54721,66513,668101,68652,74256,74769,751864,83433,",1.0
mmu04390,Hippo_signaling_pathway,"101543,103583,104318,105782,11461,11465,11576,11705,11789,11796,11797,11799,11839,12005,12006,12156,12159,12160,12161,12162,12163,12164,12166,12167,12168,12234,12385,12386,12387,12443,12444,12445,12550,12695,13383,13385,13542,13543,13544,14164,14219,14362,14365,14366,14367,14368,14369,14370,14371,14563,14633,15901,15902,16414,16415,16475,16798,16842,16897,170770,170788,17125,17126,17127,17128,17131,17869,18016,18759,18762,18787,19045,19046,19047,19052,19053,20583,20674,20890,209456,211652,21414,21415,21416,216033,21676,21677,21678,21679,216795,217325,21803,21808,21809,21812,21813,22062,22408,22409,22410,22411,22412,22413,22414,22415,22416,22417,22418,22419,22420,22421,22422,22423,22601,22627,22628,22629,22630,22631,232157,23805,238057,23859,241324,242316,269643,27373,27494,29806,319710,434233,50523,51792,52432,53310,54401,56217,56274,56289,56513,56637,57265,58220,64010,68473,71228,71978,72293,72930,73246,73699,93735,93737,93742,93897,93960,97064,",1.0
mmu04392,Hippo_signaling_pathway,"100534287,101543,16475,16798,18016,18479,211652,213391,215653,21676,21677,21678,21679,22601,232157,233651,27373,29806,319710,329628,50523,56274,56289,64010,68473,73246,97064,",1.0
mmu04510,Focal_adhesion,"104099,107589,107746,109700,109711,109880,109905,110157,11461,11465,11651,11652,11796,11797,11798,11848,11855,12015,12043,12334,12387,12389,12390,12391,12443,12444,12445,12540,12643,12824,12826,12827,12828,12829,12830,12833,12834,12835,12839,12840,12841,12842,12843,12845,12927,12928,12929,13367,13645,13649,13712,13866,14083,14205,14254,14257,14268,14360,14784,15234,15461,15891,16000,16001,16202,16398,16399,16400,16401,16402,16403,16404,16410,16412,16416,16419,16420,16421,16476,16542,16772,16773,16774,16775,16776,16777,16779,16780,16782,170736,170758,17295,17898,17906,17907,17931,18479,18481,18590,18591,18595,18596,18607,18654,18706,18707,18708,18709,18710,18717,18719,18720,18750,18751,18752,19045,19046,19047,19211,192176,192897,19303,19353,19354,19417,19699,19877,19878,20416,20418,20662,20663,20750,20779,213119,213435,214230,215449,216148,21825,21826,21827,21828,21894,21923,21960,22323,22324,22325,22330,22339,22340,22341,22370,22371,224105,226519,22793,228785,232807,232906,23797,238564,23928,241226,241656,245026,26395,26413,26414,26417,26419,26420,271849,286940,319480,320910,329251,329278,330662,434233,54635,56637,57257,57342,59310,60595,64099,665033,67268,67653,67938,68553,68794,70549,70584,71785,74769,81877,94216,98932,",1.0
mmu04512,ECM-receptor_interaction,"104099,109700,114249,11603,12491,12505,12643,12824,12826,12827,12828,12829,12830,12833,12834,12835,12839,12840,12841,12842,12843,12845,13138,13406,14268,14723,14724,14729,15366,15530,15891,16398,16399,16400,16401,16402,16403,16404,16410,16412,16416,16419,16420,16421,16423,16772,16773,16774,16775,16776,16777,16779,16780,16782,192897,19699,20750,20969,20971,213119,21825,21826,21827,21828,21923,21960,22370,22371,226519,231470,23928,241226,242022,243816,245026,319480,320910,329278,329872,54368,64051,64176,665033,666279,68553,75209,81877,94216,",1.0
mmu04514,Cell_adhesion_molecules_(CAMs),"100039801,100043314,100504404,100529082,102657,104099,110557,110558,110696,114141,11658,12477,12481,12483,12487,12490,12504,12511,12519,12524,12525,12526,12550,12555,12558,12560,12561,12562,12737,12738,12739,12740,12741,12805,13003,14663,14960,14961,14963,14964,14969,14972,14980,14985,14990,14991,14997,14998,14999,15000,15001,15002,15006,15007,15013,15015,15018,15019,15024,15033,15039,15040,15042,15043,15051,15529,15894,15896,16401,16403,16408,16409,16410,16412,16414,16415,16421,16456,16728,171171,17123,17136,171486,17528,17967,17968,18007,18189,18190,18191,18260,18417,18566,18613,192167,192198,19264,19268,19274,19294,20339,20340,20343,20344,20345,20612,20737,207683,20969,20970,20971,21367,216856,21939,21947,22329,224753,224754,224756,224761,225825,239931,240095,241226,241568,242122,242653,245537,269116,272381,319504,320840,320910,333715,381091,399549,50723,52118,53321,53624,54167,54419,54420,54725,547349,56173,56492,56863,57255,58187,58205,58235,58998,60363,60533,621628,630294,667803,66797,667977,673094,67374,68481,69524,69717,71908,73934,74048,74987,75677,80883,83964,94332,",1.0
mmu04520,Adherens_junction,"108100,109711,11431,11461,11465,11848,12385,12386,12387,12388,12540,12550,12914,12995,13000,13001,13649,13866,14158,14182,14360,15170,16001,16337,16842,170758,17127,17128,17295,17356,18099,19246,19263,19268,19271,19274,19294,19353,19354,20411,20583,20613,20779,21414,21415,21416,216033,21812,21813,21872,22330,22376,22612,227377,242687,245880,26409,26413,26417,29875,328572,380928,58235,58998,60595,67653,71740,73178,83767,93742,99167,",1.0
mmu04530,Tight_junction,"100039801,102098,104027,105782,105787,108079,108097,108099,109711,109905,114141,11461,11465,11848,12289,12394,12443,12479,12480,12540,12567,12638,12695,12737,12738,12739,12740,12741,13043,13383,13866,14463,14924,15163,15525,16412,16456,16476,16800,16897,17274,17356,17475,17698,17880,17886,17904,17906,17999,18016,18260,18417,18538,18747,18749,18754,18759,18762,19052,19053,19079,19082,192786,19353,19684,19877,19878,20779,20869,216459,217325,21844,218518,21872,21873,22142,22143,22144,22145,22146,22147,22323,22350,22376,224912,227157,231830,235442,23828,238463,23859,239931,241113,242653,242894,26400,26401,26408,26414,26419,26420,26941,269643,27375,27494,434204,51792,52432,53310,53624,53857,54357,54419,54420,56173,56217,56332,56449,56492,56513,56863,57255,58187,58220,60363,60595,621628,66713,67268,67374,67653,67938,68178,68188,68328,70497,70737,71908,71960,71978,72058,72065,72930,73608,73699,73934,74094,74117,74987,75677,75723,76089,77579,83814,83964,93737,93742,98932,",1.0
mmu04540,Gap_junction,"104110,104111,104318,108071,110157,11512,11513,11514,11515,11554,12534,13488,13489,13645,13649,14609,14617,14672,14677,14678,14679,14682,14683,14745,14784,14816,15461,15558,15559,15560,16438,16439,16440,16653,18176,18590,18591,18595,18596,18747,18749,18750,18751,18752,18795,18796,18797,18798,19091,19092,20662,20663,20779,210044,21872,22142,22143,22144,22145,22146,22147,22151,22152,22153,22154,224129,227613,234889,238463,239134,23938,23939,26395,26396,26405,26413,26417,432530,53857,54195,545486,54635,60596,67951,71785,73710,",1.0
mmu04550,Signaling_pathways_regulating_pluripotency_of_stem_cells,"110157,11477,11479,11480,11481,11651,11652,11789,11906,12005,12006,12151,12159,12166,12167,12168,12387,13395,13542,13543,13544,13590,13984,13990,14173,14182,14183,14184,14186,14362,14365,14366,14367,14368,14369,14370,14371,14784,15110,15209,15379,15394,15407,15429,15461,15901,15902,15903,15904,16000,16001,16195,16323,16324,16325,16326,16392,16451,16452,16453,16468,16600,16653,16873,16878,16880,17125,17126,17127,17128,17129,17268,17869,17877,18014,18119,18176,18423,18508,18706,18707,18708,18709,18710,18999,19094,19712,20482,20674,20848,20890,21386,21414,21423,216795,22408,22409,22410,22411,22412,22413,22414,22415,22416,22417,22418,22419,22420,22421,22422,22423,22658,22773,23797,23805,244349,26380,26395,26396,26413,26415,26416,26417,269275,29857,320202,51869,55994,56637,57265,69587,69837,71041,71950,74769,75590,76073,84505,93735,93897,",1.0
mmu04610,Complement_and_coagulation_cascades,"109821,109828,110135,110382,11537,11905,12061,12062,12258,12259,12260,12262,12263,12266,12267,12268,12269,12273,12274,12279,12509,12628,12630,12759,12902,12946,13136,13137,14058,14060,14061,14062,14064,14065,14066,14067,14068,14069,14071,14161,14962,15139,15160,16409,16411,16414,16415,16621,16644,17174,17175,17194,17195,17221,18787,18788,18791,18792,18793,18815,18816,19123,19124,19128,20700,20701,20702,20703,20704,21788,21824,22370,22371,22789,230558,232345,268591,278180,317677,333883,385643,50702,50908,50909,545366,56373,58992,624286,667277,69379,74145,99571,",1.0
mmu04611,Platelet_activation,"104110,104111,104709,107589,108101,109305,109905,110135,11461,11465,11512,11513,11514,11515,11651,11652,11848,12229,12825,12842,12843,14061,14062,14065,14127,14161,14360,14674,14677,14678,14679,14682,14683,14723,14724,14729,16398,16399,16412,16416,16438,16439,16440,16801,16822,17096,17931,18127,18436,18441,18706,18707,18708,18709,18710,18747,18749,18759,18762,18783,18795,18796,18797,18798,19045,19046,19047,19091,19092,19094,19222,19224,19395,19419,19877,19878,20619,20779,20866,20963,210044,211429,213435,21390,21391,215449,21894,22320,22323,22371,224129,228785,232889,232906,234779,234889,23797,238564,239134,243816,26413,26415,26416,26417,271844,29857,30955,320207,329502,432530,434233,54195,54368,54519,60596,67268,67653,67938,69632,70549,70839,74769,78390,99571,",1.0
mmu04612,Antigen_processing_and_presentation,"100504404,100529082,108802,110557,110558,110696,12010,12265,12317,12330,12504,12525,12526,12912,13030,13039,13040,14827,14828,14960,14961,14963,14964,14969,14972,14980,14985,14990,14991,14997,14998,14999,15000,15001,15002,15006,15007,15013,15015,15018,15019,15024,15033,15039,15040,15042,15043,15051,15481,15482,15511,15512,15516,15519,15525,15978,16149,16641,16643,170767,18044,18045,18046,19141,19186,19188,19192,193740,19727,21354,21355,21356,218275,21926,224753,224754,224756,224761,240095,245615,245616,333715,381091,399549,53970,547349,56094,621823,630294,65972,667803,667977,69717,70202,",1.0
mmu04614,Renin-angiotensin_system,"11421,11606,11607,11608,11609,12873,13035,13646,13648,13809,16612,16613,16616,16617,16618,16622,16623,16624,16790,17171,17227,17228,17380,18050,19025,19072,19701,19702,211578,217246,240028,50492,70008,70495,72461,75805,",1.0
mmu04620,Toll-like_receptor_signaling_pathway,"106759,11651,11652,117149,12370,12475,12519,12524,12675,13038,14082,14281,142980,15945,15962,15964,15965,15967,15968,15969,15970,15972,15974,15975,15976,15977,16150,16151,16159,16160,16176,16179,16193,16476,16803,170743,170744,17087,17329,17874,18033,18035,18706,18707,18708,18709,18710,19094,19353,19697,19766,20302,20303,20304,20750,20846,21897,21898,21899,21926,21939,22031,22034,225471,230396,23797,24088,242517,242519,26395,26396,26397,26398,26399,26400,26409,26410,26413,26414,26415,26416,26417,26419,26420,266632,27056,29857,404549,53791,54123,54131,54473,56066,56480,56489,66513,68652,74769,81897,",1.0
mmu04621,NOD-like_receptor_signaling_pathway,"100038927,100041688,100041759,100041787,100041811,100041890,100041895,100041952,100294660,100503970,100505096,100862126,101613,102639543,102641031,106025,106759,107607,109333,115486392,115489386,11793,11796,11797,11798,11848,12043,12048,12362,12363,12364,12370,12374,12675,12796,13030,13057,13058,13216,13218,13219,13221,13222,13223,13226,13236,13237,13238,13239,13240,14082,14468,14469,14825,15516,15519,15951,15962,15964,15965,15967,15968,15969,15970,15972,15974,15975,15976,15977,16150,16151,16173,16176,16193,16391,16438,16439,16440,16451,16476,170731,17874,17940,17948,17951,17952,18033,18035,18036,18439,18753,18795,18796,18797,18798,19094,19200,192656,195046,19697,19766,20293,20296,20304,20310,20846,20847,210198,210766,21353,215999,216799,216877,21898,21926,21929,22030,22031,22033,22034,22051,22166,22333,22334,22335,22368,22627,226691,228607,229898,229900,230396,23855,239319,23960,23961,24014,24105,242517,242519,244332,246727,246728,246730,257632,26409,26413,26414,26415,26416,26417,26419,26420,266632,268749,268973,270151,27223,28240,29857,320795,330122,332579,368203,378425,382000,382059,383619,404549,497114,503491,53880,54123,54131,54483,54721,55932,55991,56338,56480,56486,56489,56519,56532,56551,57436,58800,59027,59079,59125,626682,626708,634825,637515,66298,66513,665927,665956,66724,66824,67414,67526,67653,67955,68009,68652,69146,69538,71914,72512,74006,77040,93739,",1.0
mmu04622,RIG-I-like_receptor_signaling_pathway,"100038882,110957,11793,12370,12675,13205,14082,15945,15962,15964,15965,15967,15968,15969,15970,15972,15974,15977,16150,16151,16159,16160,18033,18035,18036,19094,19697,19766,21353,217069,21926,22030,22031,22034,225913,228607,230073,230396,230405,23988,241593,242517,242519,26401,26409,26414,26415,26416,26419,26420,270151,27215,29857,387510,404549,54123,54131,54644,56480,56489,66641,67526,67664,71586,71609,72512,73174,74256,80861,",1.0
mmu04623,Cytosolic_DNA-sensing_pathway,"100044068,100862456,102641086,12362,12675,15945,15962,15964,15965,15967,15968,15969,15970,15972,15974,15977,16150,16151,16173,16176,16193,18033,18035,18036,19697,19766,20016,20018,20303,20304,214763,218832,22040,228607,230073,230396,242517,242519,245841,26388,26939,383619,404549,54123,54131,56417,56480,56489,56532,58203,66420,66491,66824,67005,67065,67486,69833,69870,70408,70428,72512,74414,77125,78929,",1.0
mmu04625,C-type_lectin_receptor_signaling_pathway,"110157,11651,11652,11848,12042,12051,12313,12314,12315,12362,12370,12675,12795,13654,13655,14127,15461,16150,16151,16153,16159,16160,16176,16183,16193,16362,16391,16438,16439,16440,16476,16653,16706,16985,170776,170779,170780,170786,17164,17246,17474,17532,18018,18019,18021,18033,18034,18035,18176,18479,18706,18707,18708,18709,18710,18753,19055,19056,19057,19058,19059,19094,19225,19247,19697,19698,20130,20295,20299,20779,20846,20847,208650,20963,216799,21926,234779,23797,239114,240354,26413,26414,26415,26416,26417,26419,26420,29857,332579,381809,494124,53859,56489,56619,56620,56644,56760,66824,66922,67653,69142,69165,69632,69810,70192,70405,73181,74256,74769,75600,80796,83430,",1.0
mmu04630,JAK-STAT_signaling_pathway,"100038993,100042555,100861969,110157,11651,11652,11761,12043,12048,12443,12444,12445,12575,12700,12702,12703,12803,12804,12914,12981,12982,12983,12984,12985,12986,13019,13645,13649,13856,13857,14199,14580,14599,14600,14784,15170,15461,15962,15964,15965,15967,15968,15969,15970,15972,15974,15975,15976,15977,15978,15979,15980,16153,16154,16155,16156,16157,16158,16159,16160,16161,16162,16163,16164,16165,16168,16169,16183,16184,16185,16186,16187,16188,16189,16190,16191,16192,16193,16194,16195,16196,16197,16198,16199,16391,16451,16452,16453,16846,16847,16878,16880,17210,17344,17480,17869,18413,18414,18590,18591,18595,18596,18706,18707,18708,18709,18710,18712,19109,19116,192157,19247,19255,20662,20663,20844,20846,20847,20848,20849,20850,20851,20852,209590,213043,213208,216233,21832,229615,230396,230405,230828,237310,237313,23797,239114,242517,242519,242700,28078,328572,329244,330496,338374,387510,404549,50929,50931,53603,54607,54721,56324,56468,56469,56717,57914,58181,59004,60504,60505,67296,71724,71872,74769,83430,93672,",1.0
mmu04640,Hematopoietic_cell_lineage,"100038993,100042555,100504404,100861969,109700,12475,12478,12479,12480,12481,12482,12483,12484,12489,12490,12491,12493,12494,12500,12501,12502,12504,12505,12507,12509,12516,12525,12526,12527,12902,12946,12977,12978,12981,12982,12985,12986,13136,13137,13856,13857,14128,14129,14255,14256,14723,14724,14729,14934,14960,14961,14969,14998,14999,15000,15001,15002,16156,16157,16158,16175,16176,16177,16178,16184,16187,16188,16189,16190,16191,16192,16193,16194,16196,16197,16199,16398,16399,16400,16401,16402,16403,16409,16416,16590,16790,17311,17380,21673,21832,21926,22042,233274,333883,381091,54368,",1.0
mmu04650,Natural_killer_cell_mediated_cytotoxicity,"109880,110157,11836,12122,12367,12503,12506,12981,14102,14103,14127,14360,14784,14939,14964,14972,15040,15101,15170,15461,15894,15896,15962,15964,15965,15967,15968,15969,15970,15972,15974,15975,15976,15977,15978,15979,15980,16408,16414,16415,16627,16634,16635,16638,16639,16640,16641,16642,16643,16653,16797,16818,16822,17059,170758,17086,18018,18019,18106,18176,18479,18646,18706,18707,18708,18709,18710,18750,18751,18752,18803,19055,19056,19057,19058,19059,19229,19247,19353,19354,19368,19369,19370,20400,20416,20418,20662,20663,20963,216148,21926,21933,22035,22177,22324,22325,22637,230396,234779,23900,24055,242517,242519,245615,245616,246256,26395,26396,26413,26417,26904,27007,271849,379043,404549,545378,56554,57257,74769,77777,",1.0
mmu04657,IL-17_signaling_pathway,"103213,110809,12367,12370,12608,12675,12981,12985,140806,14082,14281,14282,14283,14825,15516,15519,15568,15945,15978,16150,16151,16163,16171,16172,16176,16189,16191,16193,16476,16478,16819,171095,17386,17392,17395,17833,18033,18035,19094,19225,19697,20201,20202,20292,20293,20295,20296,20297,20306,20310,20311,21926,21929,22027,22030,22031,22032,22033,22034,225724,234836,239114,23939,257630,26409,26413,26414,26415,26416,26417,26419,26420,29857,30940,330122,332110,50772,50905,56069,56480,56489,56519,56637,57890,59008,66724,68652,71609,74180,83995,83996,",1.0
mmu04658,Th1_and_Th2_cell_differentiation,"100504404,103806,12399,12500,12501,12502,12503,12504,12675,13388,13389,14281,14462,14960,14961,14969,14998,14999,15000,15001,15002,15978,15979,15980,16150,16151,16159,16160,16161,16162,16163,16183,16184,16185,16186,16189,16190,16191,16449,16450,16451,16452,16453,16476,16797,16818,17132,18018,18019,18021,18033,18035,18036,18037,18128,18129,18131,18761,18803,19055,19056,19057,19058,19059,19094,19664,19668,19697,20846,20849,20850,20851,20852,22637,26413,26414,26415,26416,26417,26419,26420,270118,29857,381091,433586,54485,54721,57765,",1.0
mmu04659,Th17_cell_differentiation,"100504404,11622,12394,12500,12501,12502,12503,12504,12675,14281,14462,14960,14961,14969,14998,14999,15000,15001,15002,15251,15516,15519,15978,15979,15980,16150,16151,16161,16171,16176,16177,16180,16183,16184,16185,16186,16189,16190,16193,16194,16195,16364,16451,16452,16453,16476,16797,16818,17126,17127,17128,18018,18019,18021,18033,18035,18036,18037,18761,18803,19055,19056,19057,19058,19059,19094,19401,19697,19883,19885,20181,20182,20183,20371,20846,20848,20850,20851,20852,209590,21803,21812,21813,22637,239114,257630,26413,26414,26415,26416,26417,26419,26420,29857,381091,50929,50931,54721,56717,57765,60504,60505,83430,",1.0
mmu04660,T_cell_receptor_signaling_pathway,"108723,110157,11651,11652,11848,12042,12477,12487,12500,12501,12502,12503,12504,12525,12526,12540,12567,12675,12981,13383,14281,14360,14784,15170,15461,15978,16150,16151,16153,16183,16189,16191,16428,16476,16653,16797,16818,16822,17444,17973,17974,18018,18019,18021,18033,18035,18036,18037,18176,18479,18481,18566,18607,18706,18707,18708,18709,18710,18761,18803,19055,19056,19057,19058,19059,19094,19264,19419,19697,20662,20663,208650,214230,21682,21926,21947,22324,22325,224105,22637,23797,240354,241656,26395,26396,26400,26409,26410,26413,26414,26415,26416,26417,26419,26420,29857,53859,54167,56637,57257,67653,70584,74769,",1.0
mmu04662,B_cell_receptor_signaling_pathway,"100038909,100041146,108723,110157,11651,11652,12042,12229,12478,12483,12517,12518,12520,12675,12902,14130,14281,14728,14784,15170,15461,15985,16150,16151,16331,16332,16476,16653,17060,170758,17096,18018,18019,18021,18033,18035,18036,18037,18176,18706,18707,18708,18709,18710,18722,18724,18725,18726,18727,18729,18730,18733,18751,19055,19056,19057,19058,19059,19353,19354,19697,20662,20663,20963,22324,22325,232801,234779,23797,240168,240354,26377,26395,26396,26413,26417,56637,57257,68713,74769,83490,",1.0
mmu04664,Fc_epsilon_RI_signaling_pathway,"110157,11651,11652,11689,11690,12229,12981,14125,14126,14127,14360,14389,14784,15461,16163,16187,16189,16191,16331,16653,16797,16822,170758,17096,18176,18607,18706,18707,18708,18709,18710,18750,18783,18803,19094,19353,19354,20662,20663,20963,211429,21926,22324,22325,232889,234779,23797,26395,26396,26397,26398,26399,26400,26413,26414,26415,26416,26417,26419,26420,271844,29857,329502,57257,74769,78390,",1.0
mmu04666,Fc_gamma_R-mediated_phagocytosis,"110157,11651,11652,11845,11867,12540,12631,12632,12928,12929,13196,13430,14129,14130,14389,15162,16331,16332,16797,16885,16886,17096,17118,17357,17909,17969,18479,18706,18707,18708,18709,18710,18717,18719,18720,18750,18751,18752,18753,18754,18783,18803,18805,18806,19012,19264,19353,19354,20259,20698,20963,211429,211914,218038,22323,22324,22325,22376,227753,230837,232889,234779,23797,242687,245880,246256,26395,26413,26417,271844,30948,329502,50784,53357,56378,56443,56632,57257,58988,67771,67916,68089,72508,74192,74769,76709,78390,83767,94176,",1.0
mmu04668,TNF_signaling_pathway,"11651,11652,11796,11797,11909,11911,12051,12367,12369,12370,12608,12633,12675,12702,12912,12913,12915,12977,12981,13614,14082,14102,14205,14281,14825,15894,15945,15953,15977,16150,16151,16168,16176,16182,16193,16362,16396,16449,16476,16477,16878,16992,17387,17392,17395,18033,18035,18706,18707,18708,18709,18710,19094,19225,19697,19766,20293,20296,20297,20304,20310,20311,20312,20339,208647,208677,21926,21929,21937,21938,22029,22030,22031,22033,22329,22341,231991,23797,257632,26395,26397,26398,26399,26400,26408,26409,26410,26413,26414,26415,26416,26417,26419,26420,26427,29857,330122,432555,53859,56532,56613,66513,66724,67384,68652,69601,71609,72542,73086,74006,74568,74769,78284,",1.0
mmu04670,Leukocyte_transendothelial_migration,"100039801,109711,109905,114141,11461,11465,11848,11855,12385,12386,12387,12388,12540,12562,12737,12738,12739,12740,12741,12767,12927,13057,13058,14083,14677,14678,14679,15894,16401,16408,16409,16412,16414,16415,16428,16456,171486,17356,17390,17395,17698,17898,17906,17907,17969,17970,17972,18260,18417,18613,18706,18707,18708,18709,18710,18750,18751,18752,18803,19094,19229,19247,19303,19353,19354,19877,19878,20315,20469,215449,216033,21838,22165,22323,22324,22325,22329,22330,22350,223864,232906,234779,239931,242653,26415,26416,29857,53624,54354,54419,54420,56173,56492,56508,56863,57255,57257,58187,59310,60363,60595,621628,67268,673094,67374,67653,67938,69524,71908,73934,74734,74769,74987,75677,83964,98932,",1.0
mmu04672,Intestinal_immune_network_for_IgA_production,"100504404,11628,12487,12519,12524,12767,12769,12777,14960,14961,14969,14998,14999,15000,15001,15002,16153,16168,16169,16183,16189,16191,16193,16401,16421,17000,17123,18703,20300,20315,21803,21935,21939,21947,24099,381091,50723,53859,54167,56838,57916,69583,72049,",1.0
mmu04710,Circadian_rhythm,"103583,104318,105787,108079,108097,108099,11865,12234,12753,12912,12952,12953,18143,18626,18627,18628,19079,19082,19883,19885,20893,21402,217166,225998,241113,26965,27373,50789,56438,79362,",1.0
mmu04713,Circadian_entrainment,"100503710,104110,104111,108058,11512,11513,11514,11515,11516,11517,12288,12289,12291,12313,12314,12315,12322,12323,12325,12912,14281,14677,14678,14679,14681,14682,14683,14688,14693,14695,14696,14697,14699,14700,14701,14702,14704,14706,14707,14708,14709,14710,14799,14800,14802,14810,14811,14812,14813,14814,16438,16440,16519,16521,16522,16524,17773,18125,18626,18627,18628,18747,18749,18750,18751,18752,18795,18796,18797,18798,19091,19092,19416,20190,20191,20192,210044,224129,234889,239134,239556,244701,26413,26417,271639,432530,494124,53623,54195,58226,60596,64337,66066,70405,70729,73086,75600,80796,",1.0
mmu04714,Thermogenesis,"100041273,100042503,101055854,103968,104110,104111,104130,104263,105787,108079,108097,108099,110323,110651,11461,11465,11512,11513,11514,11515,11556,11909,11946,11947,11949,11950,11951,11957,11958,12163,12164,12801,12856,12857,12858,12859,12861,12862,12864,12865,12866,12867,12868,12869,12894,12895,12896,12912,12913,14081,14182,14526,14683,14784,15461,16653,16890,17705,17706,17708,17709,17710,17711,17716,17717,17718,17719,17720,17721,17722,17991,17992,17993,17995,18158,18160,18176,18747,18749,19016,19017,19079,19082,19091,19092,19094,19744,20104,20111,20112,20463,20586,20587,20588,20662,20663,208647,208677,210044,214663,216739,22084,22227,22272,22273,224129,225887,226139,226646,227197,228033,230075,230899,231430,231991,23945,239985,241113,26397,26408,26415,26416,26427,271639,27425,277250,28080,29857,29861,327826,329003,333182,407785,407790,432530,433256,50721,50790,52469,54405,56456,56636,56716,56717,57279,57376,57423,58988,595136,64930,66043,66046,66052,66091,66108,66142,66152,66218,66272,66359,66377,66379,66414,66416,66445,66495,66576,66594,66694,66706,66853,66916,66925,66945,66993,67003,67071,67126,67130,67155,67184,67264,67273,67530,67605,67680,67892,67942,68033,68094,68185,68194,68197,68198,68202,68342,68349,68375,68493,69487,69702,69802,69875,69893,70127,70316,70383,70673,71679,72508,72900,73694,74205,74370,75406,75483,75597,76178,76947,78070,78174,78284,78330,83379,83766,83796,83797,84682,93760,99982,",1.0
mmu04720,Long-term_potentiation,"108058,108071,109880,109905,110157,110651,11514,11836,11911,12288,12313,12314,12315,12322,12323,12325,12326,12914,14682,14799,14800,14810,14811,14812,14813,14814,14816,15461,16438,16439,16440,16653,18176,18747,18749,18750,18751,18752,18795,18796,18797,18798,19045,19046,19047,19055,19056,19057,19058,19059,20111,20112,215449,223864,26395,26396,26413,26417,328572,432530,434233,494124,58200,67071,70405,75600,80796,",1.0
mmu04721,Synaptic_vesicle_cycle,"103967,104245,108124,108664,110877,110935,114143,116837,11771,11772,11773,11964,11966,11972,11973,11974,11975,11984,12286,12287,12757,12889,12890,13162,13429,13430,13852,140494,140919,14411,14412,14664,15567,18195,19339,20508,20510,20511,20512,20513,20538,20614,208898,20907,20908,20910,20979,214084,216227,21871,22249,22318,22348,225644,232333,232910,235415,240332,242341,242607,243616,27060,338375,382018,56216,66144,66237,66290,66335,67300,68775,71770,72961,73834,74325,74915,76252,",1.0
mmu04722,Neurotrophin_signaling_pathway,"107746,108058,108960,109880,109905,110157,110651,11350,11651,11652,11848,11857,11911,12015,12028,12043,12064,12070,12313,12314,12315,12322,12323,12325,12326,12540,12928,12929,14103,14388,14570,14784,15461,16150,16179,16367,16476,16653,16923,170936,17164,17179,18033,18035,18036,18037,18049,18053,18176,18205,18211,18212,18213,18607,18706,18707,18708,18709,18710,18753,18803,19094,19164,19165,19247,192656,192662,19353,19697,20111,20112,20399,20416,20418,20661,20662,20663,215449,216148,22034,22059,22062,22627,234779,23797,23921,23938,23939,26395,26396,26400,26401,26406,26408,26413,26414,26415,26416,26417,26419,26420,266632,271849,29857,327826,494124,56484,56637,65020,67071,67653,70405,72843,73086,73914,74769,75600,77480,78405,80796,94275,",1.0
