pathway_id,pathway_name,pathway_genes,edit
mmu02010,ABC_transporters,"11303,11304,11305,11306,11307,11666,12638,12780,13214,17250,18669,18670,18671,192663,19299,19300,20927,20928,21354,21355,217258,217262,217265,224814,233810,239273,244562,26357,268379,26874,27403,27404,27405,27409,27410,27413,27416,27421,320631,381072,56199,56325,67470,67928,74104,74591,74610,76184,76408,77706,",1.0
mmu03008,Ribosome_biogenesis_in_eukaryotes,"100019,100861471,100861472,100861473,100861474,100861475,100861477,100861478,100861479,100861480,100861481,100861482,100861483,100861484,100861486,100861487,100861488,100861489,100861490,100861491,100861492,100861493,100861494,100861495,100861496,100861497,100861498,100861499,100861500,100861501,100861502,100861503,100861531,100862468,101592,102216272,102462,102614,103573,104444,105372,110816,115487696,115487926,117109,12995,13000,13001,14000,14113,14791,16418,170722,17724,17725,19384,19428,195434,19782,19804,19850,19858,19859,19860,19861,20826,208366,213773,213895,21453,216987,217109,21771,217995,224092,225348,227522,230082,230737,236598,237082,237107,237730,24127,24128,245474,245610,269470,27993,30877,434234,52530,53319,54364,55989,56488,57815,59028,66161,66181,66711,66932,67045,67134,67459,67619,67724,67973,68147,68272,69237,69961,71340,72515,72554,73674,73736,74097,74778,75471,790956,83454,97112,98956,",1.0
mmu03010,Ribosome,"100043813,100044627,100502825,100503670,100861471,100861472,100861473,100861474,100861475,100861477,100861478,100861479,100861480,100861481,100861482,100861483,100861484,100861486,100861487,100861488,100861489,100861490,100861491,100861492,100861493,100861494,100861495,100861496,100861497,100861498,100861499,100861500,100861501,100861502,100861503,100861531,100862433,100862455,102634941,107732,107734,108167922,110954,114641,11837,118451,121022,14109,16785,16898,17724,17725,19804,19896,19899,19921,19933,19934,19935,19941,19942,19943,19944,19946,19951,19981,19982,19988,19989,20005,20042,20044,20054,20055,20068,20084,20085,20088,20090,20091,20102,20103,20104,20115,20116,216767,22121,22186,225215,236598,237433,238217,24030,26451,267019,268449,269261,26961,270106,27050,27176,27207,27367,27370,27395,27397,27398,319195,353242,50529,54127,54217,56040,56282,56284,57294,57808,619547,64657,64659,65019,66163,66211,66223,66242,66258,66292,66407,66419,66448,66475,66480,66481,66483,66489,665562,66845,67025,67097,67115,67186,67248,67281,67427,67671,67681,67707,67891,67941,67945,67994,68028,68052,68172,68193,68436,68463,68537,68565,68611,68735,69527,75398,75617,76808,76846,77721,78294,78523,790956,94061,94062,94063,94064,94065,94066,",1.0
mmu03013,RNA_transport,"100041953,100042807,100043292,102614,103468,103573,107829,107939,108067,108112,108989,110379,114615,114671,115486786,115486848,115487325,115487553,115487687,115487696,115487699,115487842,115487916,115487926,115488077,115489412,115489416,115490088,115490089,115490316,115490317,115490484,116940,117109,12729,13627,13628,13664,13665,13667,13669,13681,13682,13684,13685,13688,13690,14265,14359,16211,16341,170722,170762,170930,17149,18141,18226,18458,18459,18949,19069,192160,192170,19384,19386,19387,19428,195236,19704,19826,19848,19850,19858,19859,19860,19861,20220,20430,20595,20610,208366,208643,20901,20918,209354,21335,216766,21681,217715,217869,218210,218268,218693,22196,22218,223921,224045,225160,226982,227522,227699,227720,230721,230861,231042,231201,234865,237082,237221,23879,241989,245610,26905,26908,269113,26987,269966,27374,276919,27979,326622,331401,381404,386612,408191,408192,433702,445007,51796,53319,53356,53817,53975,54364,54563,54709,55944,56009,56215,56347,56488,56698,59015,60365,66069,66085,66161,66231,66235,66441,66603,66679,668137,67031,67053,67204,67242,67543,67676,67724,68092,68134,68135,68626,68969,69482,69731,69736,69912,69961,70047,70699,71805,71844,72124,72322,72787,73192,73666,74097,75471,75705,75826,76884,77595,78428,78655,83454,93728,97112,97418,",1.0
mmu03015,mRNA_surveillance_pathway,"100039815,100039830,100041953,100043292,103677,105083,108062,14852,14853,170722,17149,17690,18458,18459,18789,18949,19045,19046,19047,19052,19053,19054,192160,192170,19704,19826,20220,216578,21681,21770,225363,225849,226517,226849,228410,229512,230721,233789,235542,237082,24018,241989,245610,269061,26931,26932,269643,326622,381404,382035,432508,433702,434233,51786,51792,51796,52432,53319,53817,54188,54196,54451,56009,56215,56422,56488,56522,59032,60365,66441,668137,66899,67031,67337,67543,67897,68092,68134,68188,68219,68991,70248,71978,72930,73699,74320,74737,76626,77305,78428,83410,83454,93728,94230,98985,",1.0
mmu03018,RNA_degradation,"103135,104625,108077,109075,12226,12227,12228,13209,13806,13807,13808,15510,15526,18458,18459,18641,18642,18983,194735,210106,213550,214627,218343,22057,225929,226265,227715,230721,231464,232791,234594,234699,240023,24127,24128,241989,27756,27998,319618,319885,353190,381404,433182,436199,50783,50911,50912,53621,56057,56421,57259,57316,58184,66094,66317,66362,66373,66446,66583,67207,67543,67678,68533,69125,69305,69639,70640,71701,72068,72162,72198,72544,72587,72662,73532,74108,75686,75901,76522,78651,78893,93728,",1.0
mmu03020,RNA_polymerase,"100862456,102641086,20016,20017,20018,20019,20020,20021,20022,218832,231329,245841,26939,28071,64424,66136,66420,66491,67005,67065,67486,67710,69241,69833,69870,69920,70408,70428,74414,78929,",1.0
mmu03022,Basal_transcription_factors,"102162,108143,12572,13871,13872,14884,14885,14886,17420,209357,209361,21343,21374,225895,226182,227606,228980,229906,235459,237336,23894,24074,24075,270627,319944,407786,57080,619332,63856,66464,66467,66671,68153,68705,68776,70439,71828,72504,74197,74469,83602,98053,99169,99730,",1.0
mmu03030,DNA_replication,"106344,14156,16881,17215,17216,17217,17218,17219,17220,18538,18968,18969,18971,18972,18973,18974,19075,19076,19687,19718,19819,19891,327762,381760,59001,66979,67153,67967,68209,68240,68275,69263,69724,69745,72151,",1.0
mmu03040,Spliceosome,"100043292,100862468,101214,101943,107686,107701,108014,108121,110809,115486786,115486848,115487325,115487553,115487687,115487699,115487842,115487916,115488077,115489412,115489416,115490088,115490089,115490316,115490317,115490484,11834,13204,13207,14105,15381,15382,15387,15481,15482,15511,15512,17149,192159,192170,193116,193740,19655,19656,19848,20222,20227,20382,20383,20384,20462,20624,20630,20637,20638,20639,20641,20643,20826,212880,21681,217207,22185,225027,225160,229279,230596,231889,233073,23983,27366,27756,27967,28000,28035,319322,320632,331401,433702,50783,51810,53317,53607,53817,545091,54614,54633,55934,56009,56031,56070,56194,56215,57317,57905,60321,60365,64340,66055,66070,66094,66101,66125,66354,66373,66441,66492,66585,66618,66642,66810,668137,66877,66921,67039,67229,67332,67439,67465,67678,67958,67959,67996,68011,68092,68183,68479,68592,68816,68879,68981,68988,69192,69878,70052,70767,71702,71713,72047,72654,73666,74351,75062,76479,76522,76572,76936,76938,78651,81898,97418,",1.0
mmu03050,Proteasome,"103554,15978,16912,16913,17463,19166,19167,19170,19171,19172,19173,19175,19177,19179,19181,19182,19184,19185,19186,19188,19192,20422,21762,22123,228769,23996,23997,26440,26441,26442,26443,26444,26445,26446,56436,57296,59029,621823,66413,66537,66997,67089,67151,69077,70247,73677,73902,",1.0
mmu03060,Protein_export,"100046078,100101806,140740,14828,20335,20813,20818,217337,24067,27058,53421,56529,57743,66212,66286,66384,665155,66541,66624,66661,67398,69019,69089,69276,76219,76687,76976,93757,",1.0
mmu03320,PPAR_signaling_pathway,"100040843,103968,104086,108078,109264,11363,11364,113868,11430,11450,11520,11770,11806,11807,11814,11832,12140,12491,12894,12895,12896,13117,13118,13119,13122,13124,13167,13168,14077,14079,14080,14081,14625,14626,14933,15360,16202,16204,16592,16956,17436,18534,18607,18830,19013,19015,19016,20181,20182,20183,20249,20250,20280,20411,208715,216739,22190,22227,22259,225579,230639,235674,26457,26458,26459,26569,277753,30049,328845,329065,433256,435802,50790,56473,57435,57875,66113,666168,66968,74147,74205,74551,78070,78625,80911,83995,83996,93732,94180,",1.0
mmu03410,Base_excision_repair,"11545,11546,11792,14156,15289,16881,16882,17193,18207,18294,18538,18970,18971,18972,18973,18974,21665,22256,22594,234258,235587,268395,328417,382913,545124,56626,59001,66979,67967,69745,70603,71726,72774,77622,",1.0
mmu03420,Nucleotide_excision_repair,"106344,107986,12572,13194,13870,13871,13872,14884,14885,16881,17420,18538,18971,18972,18973,18974,19358,19359,19687,19718,19891,209357,22590,22591,22592,23894,26370,319955,50505,56438,59001,66467,66671,66979,67967,68240,68275,69263,69745,71991,72151,72584,99375,",1.0
mmu03430,Mismatch_repair,"106344,16881,17350,17685,17686,17688,18538,18861,18971,18972,19687,19718,19891,217716,26909,381760,67967,68240,68275,69263,69745,72151,",1.0
mmu03440,Homologous_recombination,"107976,114714,11920,12021,12144,12189,12190,17535,18971,18972,19360,19361,19363,19364,19365,19366,19891,20184,20422,20962,210766,21975,21976,225182,233826,235559,237911,268465,27354,368203,381760,57434,623474,67967,68240,68251,68275,69745,70681,71711,74335,",1.0
mmu03450,Non-homologous_end-joining,"108138,14156,14375,17535,19090,19360,21673,22596,227525,319583,54125,56626,75570,",1.0
mmu04010,MAPK_signaling_pathway,"100503710,102626,109689,109880,109905,110157,110651,114713,11600,11601,11602,11651,11652,11836,11839,11909,11911,12064,12286,12287,12288,12289,12290,12291,12292,12293,12294,12295,12296,12297,12298,12299,12300,12367,12475,12531,12540,12675,12928,12929,12977,12978,13163,13197,13198,13537,13636,13637,13638,13639,13640,13645,13649,13712,13714,13836,13866,13867,13869,13874,14013,140723,14102,14103,14164,14165,14170,14171,14172,14173,14174,14175,14176,14177,14178,14179,14180,14182,14183,14184,14186,14205,14254,14255,14256,14257,14281,14673,14701,14784,15234,15370,15461,15481,15482,15507,15511,15512,16000,16001,16002,16150,16151,16175,16176,16177,16179,16180,16333,16334,16337,16476,16478,16542,16590,16653,16765,170758,17164,17165,17187,17260,17295,17311,17346,17347,17532,17762,17869,17873,17874,18015,18018,18021,18033,18034,18048,18049,18053,18099,18176,18205,18211,18212,18218,18479,18590,18591,18595,18596,18654,18747,18749,18750,18751,18752,18783,19042,19043,19055,19056,19057,19058,19059,19060,19094,19099,192176,19252,19259,19279,19353,19354,193740,19395,19417,19418,19419,19697,19698,20111,20112,20130,20662,20663,20807,211429,215449,216869,21687,216965,21802,21803,21808,21809,21812,21813,218397,21926,21937,22030,22034,22059,22339,22340,22341,224105,225028,232889,233046,235584,23797,23882,23938,23939,239556,240168,240672,26395,26396,26397,26398,26399,26400,26401,26403,26404,26405,26406,26407,26408,26409,26410,26411,26412,26413,26414,26415,26416,26417,26419,26420,266632,26921,26940,271844,286940,29857,30957,319520,319734,320139,329502,330177,381921,53608,53859,54376,54377,54378,54635,54652,56274,56613,56636,56692,56808,58226,58231,60597,63953,64654,65964,66513,66922,67071,67112,67603,68652,68794,70686,71609,71751,71785,72349,73086,75590,76089,78390,78405,80857,80903,81904,81905,",1.0
mmu04012,ErbB_signaling_pathway,"100042150,108058,109880,110157,11350,11352,11651,11652,11836,11839,12015,12223,12322,12323,12325,12402,12575,12576,12928,12929,13645,13649,13685,13712,13866,13867,13869,13874,14083,14388,14784,15200,15461,16476,16653,17869,17973,17974,18176,18183,18479,18481,18706,18707,18708,18709,18710,18750,18751,18752,18803,20416,20418,20662,20663,20779,20850,20851,208650,211323,214230,216148,21802,224105,234779,23797,241656,26395,26396,26398,26400,26413,26414,26417,26419,26420,271849,56637,56717,58988,70584,72508,74769,83961,",1.0
mmu04014,Ras_signaling_pathway,"100503710,109905,110157,11350,11352,114713,11600,11601,11602,11651,11652,11845,11848,12015,12048,12064,12313,12314,12315,12540,12675,12977,12978,13636,13637,13638,13639,13640,13645,13649,13712,13836,14103,14164,14165,14170,14171,14172,14173,14174,14175,14176,14177,14178,14179,14180,14182,14183,14184,14186,14205,14254,14255,14256,14257,14388,14389,14688,14693,14695,14696,14697,14699,14700,14701,14702,14704,14706,14707,14708,14709,14710,14784,14810,14811,14812,15234,15461,15566,16000,16001,16002,16150,16151,16333,16334,16337,16542,16590,16653,16706,16797,170758,17295,17311,17356,17532,18015,18033,18048,18049,18053,18176,18205,18211,18212,18479,18481,18590,18591,18595,18596,18654,18706,18707,18708,18709,18710,18747,18749,18750,18751,18752,18778,18780,18781,18782,18783,18784,18803,18805,18806,19247,19344,19345,19353,19354,19395,19414,19415,19417,19418,19419,19696,19697,19730,19731,19732,19765,20130,20416,20418,20662,20663,211429,214230,215449,216148,21687,217944,21802,218397,21844,22339,22340,22341,224105,225845,225870,22637,226525,232889,233046,234779,237625,23797,23871,23872,240057,240168,241656,26395,26396,26413,26414,26417,26419,26420,26565,26970,26971,271457,271844,271849,320484,329502,333050,494124,53357,54153,54354,54601,54635,56044,56289,56392,56480,56636,58231,64143,64337,64654,66066,66350,66482,66922,67112,67653,69836,70405,70584,71785,72399,74055,74769,75600,78390,78405,80796,80857,80903,85031,",1.0
mmu04015,Rap1_signaling_pathway,"101540,104110,104111,106952,107746,109880,109905,110157,110351,11461,11465,11512,11513,11514,11515,11540,11541,11600,11601,11602,11651,11652,11848,12313,12314,12315,12387,12388,12540,12550,12801,12927,12928,12929,12977,12978,13489,13636,13637,13638,13639,13640,13645,13649,13800,13836,14026,14062,14065,14164,14165,14170,14171,14172,14173,14174,14175,14176,14177,14178,14179,14180,14182,14183,14184,14186,14205,14254,14257,14293,14677,14678,14679,14681,14682,14683,14745,14810,14811,14812,14924,15234,15461,15901,16000,16001,16333,16334,16337,16399,16408,16409,16412,16414,16415,16416,16542,16590,16653,16797,16822,170758,17295,17311,17356,17532,18048,18049,18053,18176,18441,18590,18591,18595,18596,18643,18645,18654,18706,18707,18708,18709,18710,18750,18751,18752,18759,18760,18762,18795,18796,18797,18798,18803,19094,192786,19353,19354,19395,19730,20130,20469,20779,210044,215449,21687,217692,217944,21825,21844,21894,22323,22324,22325,22339,22340,22341,223864,224129,227377,23797,238130,23880,240168,244668,26395,26396,26397,26399,26413,26415,26416,26417,29857,381810,382562,432530,494124,50791,51791,53978,54354,54519,54635,56044,56508,56513,56636,57257,58220,64143,64654,65086,67112,67653,70405,70549,71785,74055,74206,74769,75292,75477,75600,76089,78134,78473,79264,80796,80857,80903,93737,93742,99470,",1.0
mmu04020,Calcium_signaling_pathway,"102093,104110,104111,105675,107589,108058,108071,109305,110094,110891,110893,11441,114875,11513,11514,11515,11540,11541,11548,11549,11550,11554,11555,11556,11607,11608,116873,11739,11740,11937,11938,11941,12061,12062,12286,12287,12288,12289,12290,12291,12292,12313,12314,12315,12322,12323,12325,12326,12372,12373,12425,12426,12494,12669,12671,12767,13488,13492,13617,13618,13645,13649,13866,13867,13869,14062,14672,14675,14676,14680,14682,14683,14810,14811,14813,14814,14816,14829,15464,15465,15466,15558,15559,15560,15562,15563,15564,15565,15566,16438,16439,16440,16867,170732,171166,18125,18126,18127,18216,18430,18436,18438,18439,18440,18573,18574,18575,18590,18591,18595,18596,18679,18682,18747,18749,18750,18751,18752,18795,18796,18797,18798,18799,18802,18803,18821,19055,19056,19057,19058,19059,19204,19216,19218,19220,19229,20190,20191,20192,20541,20698,20866,210044,21336,21337,21338,213435,213788,21390,215303,215999,21924,21925,22045,22333,22334,22335,228139,228550,228785,231602,233011,233979,234779,238564,239556,243764,252972,26361,269717,269999,320404,320707,381290,432530,494124,52163,53313,54140,54635,54652,56632,57260,58226,58861,65973,67972,68279,68961,70086,70405,71785,72469,73333,74055,75600,76757,80796,94045,94178,",1.0
mmu04022,cGMP-PKG_signaling_pathway,"100502876,104110,104111,104709,105675,105980076,107589,110157,110891,110893,11512,11513,11514,11515,11539,11542,11548,11549,11550,11551,11552,11553,11554,11555,11556,11607,11608,11651,11652,11739,11740,11848,11909,11911,11928,11931,11932,11933,11936,11937,11938,11941,12015,12062,12288,12289,12292,12313,12314,12315,12788,12912,12913,12915,13617,13618,140781,14463,14672,14673,14674,14677,14678,14679,14682,14886,16333,16334,16337,16367,16369,16370,16438,16439,16440,16523,16531,16532,16533,16644,17258,17259,17260,17261,17540,17888,17931,18018,18019,18021,18127,18158,18159,18160,18386,18576,18754,18795,18796,18797,18798,18821,19045,19046,19047,19055,19056,19057,19058,19059,19091,19092,19735,19877,19878,20541,207728,20807,208647,208677,210044,213435,22068,22323,22333,22334,22335,224129,228785,230103,230899,231991,232975,234889,23797,238564,239134,242202,26395,26396,26413,26417,26427,27222,30955,320207,320707,333329,381290,384783,385643,432530,434233,494124,53313,54195,54611,54652,57080,58802,60596,67653,67821,67972,70405,72413,73181,73333,75600,78284,80796,98660,98932,",1.0
mmu04024,cAMP_signaling_pathway,"104110,104111,106952,108058,109305,109648,109880,109905,110157,110385,11430,11512,11513,11514,11515,11516,11517,11539,11540,11554,11555,11651,11652,11705,11848,11928,11931,11932,11933,11936,11937,11938,11941,12015,12064,12288,12289,12292,12313,12314,12315,12322,12323,12325,12326,12638,12640,12669,12788,12789,12790,12912,12913,12914,13488,13489,13492,13614,13615,13616,13617,14062,14281,14308,14309,14526,14607,14632,14634,14652,14677,14678,14679,14683,14799,14800,14802,14810,14811,14812,14813,14814,15166,15245,15550,15551,15552,15557,15562,15565,16476,16866,16867,16890,170483,170758,17200,17356,17931,18018,18033,18035,18160,18166,18429,18430,18479,18576,18577,18578,18706,18707,18708,18709,18710,18747,18749,18805,18806,18821,18976,19013,19045,19046,19047,19049,19206,19217,19218,19353,19354,19697,19877,19878,20130,20191,20544,20604,20605,20606,20609,20682,208188,208647,208677,210044,215449,21844,21954,22094,22095,22324,22325,22353,22355,223864,224129,230899,231991,232975,233079,233649,236781,23797,238871,239273,23984,242425,242443,243270,243764,26395,26396,26413,26414,26417,26419,26420,26427,271639,27222,30952,320707,328572,330953,333329,381290,381853,432530,434233,494124,53313,53623,54393,54611,54652,56188,56508,57257,58991,66922,67653,67821,67972,70405,74055,74769,75600,78284,80796,80885,80911,84112,98660,98932,",1.0
mmu04060,Cytokine-cytokine_receptor_interaction,"100038993,100039053,100039863,100039939,100040048,100041504,100041579,100041593,100042493,100042555,100504239,100504346,100504362,100861969,100861978,100862177,100862247,107527,110075,110542,11477,11479,11480,11481,11482,11705,12145,12154,12155,12156,12159,12160,12161,12162,12163,12164,12165,12166,12167,12168,12458,12504,12765,12766,12767,12768,12769,12770,12771,12772,12773,12774,12775,12776,12777,12778,12803,12804,12977,12978,12981,12982,12983,12984,12985,12986,13019,13051,13607,13608,13856,13857,140806,14102,14103,14559,14560,14561,14562,14563,14566,14599,14600,14825,15945,15962,15964,15965,15967,15968,15969,15970,15972,15974,15975,15976,15977,15978,15979,15980,16153,16154,16155,16156,16157,16158,16159,16160,16161,16162,16163,16164,16165,16168,16169,16170,16171,16172,16173,16174,16175,16176,16177,16178,16180,16181,16182,16183,16184,16185,16186,16187,16188,16189,16190,16191,16192,16193,16194,16195,16196,16197,16198,16199,16322,16323,16324,16325,16326,16846,16847,16878,16880,16963,16992,16994,17000,17082,171095,17329,17480,17700,18048,18049,18053,18119,18383,18413,18414,18829,19109,19116,20290,20292,20293,20295,20296,20297,20299,20300,20301,20302,20303,20304,20305,20306,20307,20308,20309,20310,20311,20312,20315,209590,213208,215257,215274,21803,21808,21809,21812,21813,21832,218624,21926,21933,21934,21935,21936,21937,21938,21939,21940,21941,21942,21943,21944,21947,21948,21949,21950,22035,22163,22164,227288,230396,230405,230828,230979,232983,234836,237313,238057,23832,23886,239114,24047,240873,24099,242316,242517,242519,242700,245527,246779,252837,257630,269275,27279,28078,29820,320100,326623,329244,330122,330496,338374,387510,404549,50905,50929,50930,50931,53603,541307,54448,54450,55985,56066,56069,56221,56708,56744,56838,57266,57349,57890,57914,57916,58181,60504,60505,621580,65956,66102,69583,69677,72049,76399,76527,77125,80901,83430,85030,93672,94185,",1.0
mmu04061,Viral_protein_interaction_with_cytokine_and_cytokine_receptor,"100039053,100039863,100039939,100040048,100041504,100041579,100041593,100042493,100504239,100504346,100504362,100861978,100862177,100862247,12145,12458,12765,12766,12767,12768,12769,12770,12771,12772,12773,12774,12775,12776,12777,12778,12977,12978,13051,14825,15945,16153,16154,16155,16173,16174,16182,16183,16184,16185,16186,16193,16194,16195,16963,16992,17000,17329,18829,20290,20292,20293,20295,20296,20297,20299,20300,20301,20302,20303,20304,20305,20306,20307,20308,20310,20311,20312,20315,213208,21926,21933,21937,21938,22035,227288,230828,230979,237313,23832,24047,252837,329244,330122,50930,541307,55985,56066,56221,56744,56838,57266,57349,58181,621580,65956,76527,93672,",1.0
mmu04062,Chemokine_signaling_pathway,"100039053,100039863,100039939,100040048,100041504,100041579,100041593,100042493,100503710,100504239,100504346,100504362,100861978,100862177,100862247,104110,104111,104709,109689,109880,109905,110157,110355,11512,11513,11514,11515,11651,11652,11848,12015,12145,12458,12540,12675,12765,12766,12767,12768,12769,12770,12771,12772,12773,12774,12775,12776,12777,12927,12928,12929,13051,140580,14083,14191,14677,14678,14679,14688,14693,14695,14696,14697,14699,14700,14701,14702,14704,14706,14707,14708,14709,14710,14772,14773,14784,14825,15162,15461,15945,16150,16151,16428,16452,16453,16653,16963,170758,17096,17329,17969,18033,18035,18036,18176,18479,18706,18707,18708,18709,18710,18747,18749,18751,18753,18762,18795,18796,18797,18798,18829,19229,19303,19353,19354,19395,19697,19877,19878,20290,20292,20293,20295,20296,20297,20299,20300,20301,20302,20303,20304,20305,20306,20307,20308,20309,20310,20311,20312,20315,20416,20418,20662,20663,20779,20846,20847,20848,20851,210044,215449,216148,216869,21844,22324,22325,22376,224129,227288,23797,23832,24013,24047,26385,26395,26413,26417,271849,277360,30955,320129,320207,330122,432530,541307,55985,56066,56221,56484,56637,56744,56838,57257,57266,57349,606496,621580,64337,65956,66066,66102,67653,74769,80901,93742,94176,",1.0
mmu04064,NF-kappa_B_signaling_pathway,"100039053,100041504,100041593,100042493,100504239,100504346,100504362,100862177,105844,106759,108723,111173,11545,117149,11796,11797,11798,11920,12042,12043,12044,12045,12046,12047,12048,12229,12475,12633,12675,12995,13000,13001,13197,13607,13608,14825,15894,16150,16151,16176,16177,16179,16797,16803,16818,16992,16994,17000,17060,170720,17087,17096,171211,17873,17874,18033,18034,18035,18751,18761,18792,18803,18829,19225,19697,19698,19766,20303,20310,20315,20963,217069,21898,21926,21929,21934,21937,21939,21943,21947,22029,22030,22031,22033,22034,22196,22329,225471,22637,230073,234779,23882,240354,24047,24099,245527,26409,266632,330122,50930,53859,57913,59004,65956,66513,66724,68652,71609,72049,74256,",1.0
mmu04066,HIF-1_signaling_pathway,"106557,108058,112405,112406,112407,11600,11601,11602,11651,11652,11674,11676,11863,12043,12322,12323,12325,12575,12576,12914,13058,13614,13645,13649,13684,13685,13806,13807,13808,13856,13866,14254,14433,15251,15275,15277,15368,15978,15979,15980,16000,16001,16193,16194,16333,16334,16337,16828,16832,16833,17000,170768,17346,17347,18033,18126,18127,18597,18598,18641,18642,18655,18663,18706,18707,18708,18709,18710,18750,18751,18752,18787,18803,19697,20104,20525,20848,212032,216019,21687,218268,21857,21898,22041,22042,22339,22346,226265,228026,230163,230899,234779,23797,26395,26396,26413,26417,26987,328572,353204,433182,56421,56438,56717,58988,67673,67923,68263,71745,71775,72508,74769,",1.0
mmu04068,FoxO_signaling_pathway,"105787,108079,108097,108099,109880,110157,11651,11652,11836,11920,12053,12125,12176,12359,12442,12443,12444,12452,12566,12575,12576,12579,12581,12675,12795,12914,13197,13609,13611,13645,13649,14103,14377,14378,14784,14816,15228,15461,15469,16000,16001,16150,16153,16193,16197,16333,16334,16337,16367,16369,16370,16598,16653,170755,17127,17128,17246,17873,18099,18176,18534,18607,18706,18707,18708,18709,18710,18817,19079,19082,19094,19211,19373,19374,19651,20393,20528,20620,20656,20662,20663,20848,20869,20873,209091,216439,21803,21808,21809,21812,21813,22035,23797,23882,241113,252870,26395,26396,26413,26414,26415,26416,26417,26419,26420,26556,26557,26558,268697,27219,27373,27401,29857,328572,329934,384783,54601,56458,56484,56486,57436,58231,66822,67526,67731,68401,73251,74551,74769,93739,93759,",1.0
mmu04070,Phosphatidylinositol_signaling_system,"101490,104015,104418,107650,108083,110197,110524,110911,114663,114875,117150,12313,12314,12315,13139,16329,16330,16331,16332,16438,16439,16440,170749,17772,18704,18705,18706,18707,18708,18709,18710,18711,18717,18718,18719,18720,18750,18751,18752,18795,18796,18797,18798,18799,18802,18803,19211,20975,212111,217480,217837,219024,219135,224020,225326,227333,227399,228550,233011,234515,234779,240752,242291,269180,271424,27399,320127,320404,320634,327655,331374,380921,494124,52858,53332,54384,55980,56077,64436,67073,69718,70405,72469,72519,74055,74302,74596,74769,75600,75678,76500,77116,80796,83493,84095,97287,",1.0
mmu04071,Sphingolipid_signaling_pathway,"100039815,100039830,110157,11539,11542,11651,11652,11848,11886,12028,12043,12062,12122,13033,13244,13609,13610,13611,14125,14126,14127,14360,14389,14673,14674,14677,14678,14679,14682,14739,15461,16644,16653,170758,171168,17250,18033,18127,18176,18201,18386,18607,18706,18707,18708,18709,18710,18750,18751,18752,18754,18762,18795,18796,18797,18798,18805,18806,19052,19053,19054,19094,19211,19353,19354,19697,19877,19878,20397,20597,20598,20698,20773,208449,21770,21926,21937,22030,22059,225849,226849,228677,230379,235542,23797,241447,26395,26396,26408,26413,26414,26415,26416,26417,26419,26420,268656,26931,26932,269643,29857,385643,433323,51792,52432,54447,545975,56632,59032,619326,67260,67653,70059,71609,71949,71978,72930,73699,74442,74769,76893,81535,93898,94226,",1.0
mmu04072,Phospholipase_D_signaling_pathway,"103967,104110,104111,104418,104709,108068,108069,108071,108072,108073,110157,110197,110524,11512,11513,11514,11515,11606,11607,11608,11651,11652,11840,11841,11845,11848,11998,12000,12765,13139,13429,13430,13645,13649,14061,14062,14125,14126,14127,14360,14388,14389,14673,14674,14683,14745,14784,14816,14823,15461,16333,16334,16337,16590,16653,17311,17532,18176,18590,18591,18595,18596,18706,18707,18708,18709,18710,18717,18719,18720,18750,18783,18795,18796,18797,18798,18803,18805,18806,19012,19157,19158,19159,19220,19229,19247,19730,19744,20130,20416,20418,20662,20663,20698,20963,210044,211429,216148,217480,22084,223864,224129,227288,227333,232889,234779,23797,26361,26395,26396,26413,26417,268934,271844,271849,28169,30955,320127,320207,329502,331374,380921,381810,432530,50784,52123,53978,54140,54635,55979,56044,56077,56508,56632,56717,64143,64930,65086,66922,67168,67512,67653,67916,68262,71785,72318,74769,78134,78390,",1.0
